dtc_code,description,subsystem,category,severity,severity_score,safe_to_drive,immediate_repair,explanation,driver_action
B1623,Lamp Keypad Output Circuit Failure,Lighting,Body,Low,2,Yes,No,"A fault has been detected in the vehicle lighting circuit, which can reduce visibility or signaling to other drivers.",Check and replace the affected bulb or fuse. Avoid night driving until lighting is restored.
B1624,Lamp Keypad Output Open Circuit,Lighting,Body,Low,2,Yes,No,"A fault has been detected in the vehicle lighting circuit, which can reduce visibility or signaling to other drivers.",Check and replace the affected bulb or fuse. Avoid night driving until lighting is restored.
B1625,Lamp Keypad Output Short Circuit To Battery,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
B1626,Lamp Keypad Output Short Circuit To Ground,Lighting,Body,Low,2,Yes,No,"A fault has been detected in the vehicle lighting circuit, which can reduce visibility or signaling to other drivers.",Check and replace the affected bulb or fuse. Avoid night driving until lighting is restored.
B1627,PRNDL Reverse Input Circuit Failure,Transmission,Transmission,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (PRNDL Reverse Input Circuit Failure). This typically points to a damaged connector, wire, or component within the Transmission subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Transmission).
B1628,PRNDL Reverse Input Open Circuit,Transmission,Transmission,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (PRNDL Reverse Input Open Circuit). This typically points to a damaged connector, wire, or component within the Transmission subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Transmission).
B1629,PRNDL Reverse Input Short To Battery,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
B1630,PRNDL Reverse Input Short Circuit To Ground,Transmission,Transmission,Medium,3,Yes,No,"A wiring or circuit-level fault has been detected (PRNDL Reverse Input Short Circuit To Ground). This typically points to a damaged connector, wire, or component within the Transmission subsystem.",Have the affected wiring or connector inspected. Whether you should keep driving depends on which system this circuit belongs to (Transmission).
B1631,Mirror Driver Left Circuit Failure,Body,Body,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Mirror Driver Left Circuit Failure). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
B1632,Mirror Driver Left Circuit Open,Body,Body,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Mirror Driver Left Circuit Open). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
B1633,Mirror Driver Left Circuit Short To Battery,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
B1634,Mirror Driver Left Circuit Short To Ground,Body,Body,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Mirror Driver Left Circuit Short To Ground). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
B1635,Mirror Driver Right Circuit Failure,Body,Body,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Mirror Driver Right Circuit Failure). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
B1636,Mirror Driver Right Circuit Open,Body,Body,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Mirror Driver Right Circuit Open). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
B1637,Mirror Driver Right Circuit Short To Battery,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
B1638,Mirror Driver Right Short To Ground,Body,Body,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Mirror Driver Right Short To Ground). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
B1639,Mirror Passenger Left Circuit Failure,Body,Body,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Mirror Passenger Left Circuit Failure). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
B1640,Mirror Passenger Left Circuit Open,Body,Body,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Mirror Passenger Left Circuit Open). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
B1641,Mirror Passenger Left Circuit Short To Battery,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
B1642,Mirror Passenger Left Circuit Short To Ground,Body,Body,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Mirror Passenger Left Circuit Short To Ground). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
B1643,Mirror Passenger Right Circuit Failure,Body,Body,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Mirror Passenger Right Circuit Failure). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
B1644,Mirror Passenger Right Circuit Open,Body,Body,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Mirror Passenger Right Circuit Open). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
B1645,Mirror Passenger Right Circuit Short To Battery,Electrical,Electrical,Medium,3,Yes,No,"A fault has been detected in the battery circuit, which can lead to starting problems or unexpected electrical shutdowns.",Inspect the battery and charging system. Carry jump-start equipment until the issue is resolved.
B1646,Mirror Passenger Right Circuit Short To Ground,Body,Body,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Mirror Passenger Right Circuit Short To Ground). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
B1647,Seat Driver Recline Forward Circuit Failure,Body,Body,Low,2,Yes,No,A fault has been detected in a body/comfort control circuit (Seat Driver Recline Forward Circuit Failure). This typically affects convenience features rather than drivability.,No immediate safety action is required. Schedule a convenience-feature inspection at your convenience.
